date,region,product,sales_rep,units_sold,unit_price,revenue,profit_margin,customer_satisfaction
2024-02-09,Middle East & Africa,Laptops,Carol Davis,20,684.48,13689.61,0.238,4.2
2021-06-21,Latin America,Laptops,David Wilson,19,732.47,13916.93,0.225,4.1
2021-08-12,Asia Pacific,Smartphones,Bob Smith,15,679.16,10187.36,0.281,4.1
2020-05-08,Middle East & Africa,Smartphones,Frank Miller,24,524.63,12591.14,0.34,3.8
2022-12-03,Asia Pacific,Smartphones,Alice Johnson,13,574.13,7463.72,0.34,3.7
2024-05-09,Europe,Laptops,Henry Taylor,24,840.85,20180.5,0.188,3.7
2020-06-17,North America,Gaming Consoles,Grace Lee,31,449.32,13929.01,0.164,4.0
2020-09-26,Latin America,Smart TVs,Frank Miller,18,727.01,13086.19,0.313,4.1
2023-05-17,North America,Smartphones,Carol Davis,16,634.27,10148.33,0.27,4.5
2024-03-30,Asia Pacific,Headphones,Alice Johnson,15,148.35,2225.26,0.226,4.3
2020-01-13,North America,Gaming Consoles,David Wilson,17,417.57,7098.69,0.198,4.1
2021-03-04,North America,Laptops,Henry Taylor,27,794.84,21460.55,0.175,4.0
2023-09-22,North America,Smart Watches,Bob Smith,32,274.16,8773.01,0.259,4.8
2020-05-31,Europe,Smart Watches,Alice Johnson,15,291.65,4374.73,0.216,4.1
2023-12-27,Middle East & Africa,Gaming Consoles,David Wilson,45,415.59,18701.49,0.326,3.6
2023-01-07,Asia Pacific,Gaming Consoles,David Wilson,16,467.07,7473.17,0.235,4.0
2020-04-01,North America,Smartphones,Henry Taylor,20,698.29,13965.83,0.264,4.6
2020-06-25,Asia Pacific,Tablets,Alice Johnson,30,335.27,10058.17,0.338,4.4
2020-10-28,Latin America,Smart TVs,Henry Taylor,25,574.35,14358.84,0.23,4.5
2021-03-17,Middle East & Africa,Gaming Consoles,David Wilson,22,425.87,9369.2,0.194,3.7
2023-09-19,North America,Smartphones,Alice Johnson,20,712.15,14242.9,0.293,4.9
2021-02-01,Latin America,Cameras,Alice Johnson,27,541.46,14619.31,0.2,4.2
2020-10-08,Middle East & Africa,Headphones,Henry Taylor,22,153.04,3366.87,0.181,4.6
2022-06-17,Latin America,Smart TVs,Bob Smith,30,646.64,19399.07,0.337,4.3
2023-04-30,Latin America,Cameras,Bob Smith,18,519.46,9350.32,0.229,4.2
2024-05-02,Asia Pacific,Cameras,David Wilson,26,555.36,14439.35,0.32,3.8
2020-07-10,Asia Pacific,Smartphones,Eva Brown,27,632.48,17076.9,0.189,3.8
2021-02-08,Middle East & Africa,Laptops,Carol Davis,23,724.83,16671.0,0.289,3.8
2020-04-28,Europe,Laptops,Bob Smith,23,736.89,16948.42,0.256,4.3
2021-05-30,Europe,Smart Watches,Bob Smith,18,296.98,5345.67,0.296,4.9
2023-01-09,Europe,Smartphones,Frank Miller,15,629.61,9444.17,0.27,4.2
2021-06-03,Europe,Tablets,David Wilson,24,336.62,8078.9,0.187,3.6
2021-04-04,Middle East & Africa,Cameras,Henry Taylor,19,511.63,9721.05,0.219,4.9
2020-08-03,North America,Laptops,Bob Smith,23,791.93,18214.3,0.217,4.9
2021-01-12,North America,Tablets,Bob Smith,11,320.73,3528.04,0.217,3.8
2020-02-26,North America,Tablets,Bob Smith,12,340.5,4085.96,0.198,3.8
2020-04-19,North America,Headphones,Bob Smith,11,127.15,1398.68,0.157,3.6
2020-12-08,Middle East & Africa,Gaming Consoles,Henry Taylor,24,382.92,9190.12,0.273,4.8
2022-10-17,Europe,Cameras,Frank Miller,17,473.36,8047.11,0.17,4.6
2020-05-18,Europe,Smartphones,Bob Smith,26,648.21,16853.4,0.207,4.4
2022-01-10,Asia Pacific,Smartphones,Grace Lee,17,502.95,8550.21,0.234,3.7
2024-04-02,North America,Smart TVs,Eva Brown,15,648.87,9733.03,0.194,4.3
2021-11-28,Europe,Gaming Consoles,David Wilson,40,405.25,16210.09,0.322,4.5
2021-09-30,Middle East & Africa,Gaming Consoles,Bob Smith,25,325.63,8140.86,0.299,4.7
2022-02-21,Middle East & Africa,Smart Watches,Eva Brown,15,227.16,3407.33,0.213,4.8
2022-01-29,Latin America,Smart TVs,Carol Davis,17,771.81,13120.71,0.245,3.8
2020-01-26,Middle East & Africa,Smart Watches,Grace Lee,18,214.8,3866.33,0.347,3.8
2021-10-24,Asia Pacific,Smart TVs,Frank Miller,24,718.32,17239.6,0.154,3.6
2024-06-13,Middle East & Africa,Smart TVs,Henry Taylor,22,733.93,16146.51,0.174,5.0
2023-06-03,Middle East & Africa,Gaming Consoles,Bob Smith,24,335.88,8061.04,0.236,4.4
2020-03-11,North America,Smart TVs,Eva Brown,28,783.44,21936.3,0.298,3.6
2024-06-06,Asia Pacific,Smartphones,David Wilson,12,577.24,6926.83,0.198,4.4
2024-03-24,Middle East & Africa,Smart Watches,Bob Smith,23,265.36,6103.25,0.205,4.4
2023-12-19,Middle East & Africa,Smartphones,Grace Lee,24,568.64,13647.48,0.283,3.7
2020-09-07,Asia Pacific,Smart TVs,Carol Davis,21,564.66,11857.96,0.218,4.7
2023-03-01,North America,Tablets,Alice Johnson,21,352.08,7393.62,0.176,4.7
2023-06-16,Asia Pacific,Tablets,Bob Smith,31,283.17,8778.16,0.257,4.6
2024-04-11,Latin America,Smart TVs,Henry Taylor,17,771.94,13122.98,0.288,4.8
2022-01-23,Latin America,Laptops,David Wilson,21,920.88,19338.48,0.191,4.7
2023-01-12,Latin America,Smart TVs,Eva Brown,19,795.05,15105.89,0.28,4.4
2020-07-24,Latin America,Headphones,David Wilson,28,133.65,3742.17,0.183,4.0
2021-06-29,Europe,Smart Watches,Grace Lee,22,298.37,6564.17,0.16,3.6
2021-08-26,North America,Gaming Consoles,Frank Miller,15,323.5,4852.43,0.305,3.7
2021-04-23,Latin America,Smart Watches,Henry Taylor,19,278.35,5288.65,0.152,4.6
2021-08-31,Middle East & Africa,Tablets,Alice Johnson,20,334.22,6684.46,0.247,4.9
2020-03-20,Latin America,Headphones,Frank Miller,14,136.95,1917.34,0.206,4.1
2023-05-01,Middle East & Africa,Tablets,Bob Smith,21,258.54,5429.39,0.238,4.3
2020-02-24,Latin America,Headphones,David Wilson,13,177.99,2313.92,0.339,4.0
2022-08-30,North America,Gaming Consoles,Alice Johnson,30,345.83,10374.95,0.342,4.3
2022-11-06,Asia Pacific,Gaming Consoles,Bob Smith,28,437.31,12244.56,0.349,3.9
2022-02-01,North America,Gaming Consoles,David Wilson,13,340.68,4428.79,0.162,4.8
2020-10-11,North America,Headphones,Carol Davis,13,125.43,1630.64,0.284,3.7
2022-03-08,Asia Pacific,Tablets,Grace Lee,18,291.82,5252.7,0.306,4.2
2021-02-22,Asia Pacific,Tablets,Eva Brown,25,266.93,6673.15,0.251,3.9
2023-01-24,Latin America,Cameras,Bob Smith,25,541.39,13534.78,0.281,4.8
2023-01-10,Latin America,Smart TVs,Frank Miller,28,668.86,18727.94,0.176,3.9
2021-01-27,Asia Pacific,Laptops,Frank Miller,14,816.11,11425.57,0.253,4.5
2020-06-15,Latin America,Smart TVs,Alice Johnson,31,608.45,18861.85,0.203,3.7
2022-06-11,Latin America,Gaming Consoles,Henry Taylor,16,327.67,5242.66,0.34,4.6
2022-03-20,Latin America,Headphones,Grace Lee,19,154.59,2937.26,0.347,3.9
2020-11-13,North America,Gaming Consoles,Carol Davis,31,428.3,13277.29,0.163,4.4
2020-11-09,Asia Pacific,Cameras,Bob Smith,37,568.76,21044.22,0.242,3.8
2020-08-01,Europe,Tablets,Carol Davis,12,266.41,3196.93,0.201,4.8
2023-03-07,North America,Headphones,Frank Miller,24,120.44,2890.64,0.252,3.7
2024-02-18,Latin America,Smart TVs,Carol Davis,19,644.92,12253.47,0.293,4.0
2022-12-15,Latin America,Laptops,Henry Taylor,19,644.03,12236.59,0.279,3.8
2023-06-18,Asia Pacific,Laptops,Alice Johnson,19,917.19,17426.7,0.239,3.7
2022-04-14,Asia Pacific,Headphones,Bob Smith,25,126.26,3156.62,0.264,4.3
2022-08-27,North America,Laptops,Henry Taylor,19,640.66,12172.63,0.202,4.3
2022-04-18,Middle East & Africa,Smart TVs,Bob Smith,22,574.33,12635.18,0.197,4.2
2022-12-25,North America,Gaming Consoles,Henry Taylor,33,391.39,12915.78,0.261,3.9
2024-04-29,Asia Pacific,Cameras,Eva Brown,17,460.36,7826.12,0.33,4.4
2023-09-20,Latin America,Laptops,Eva Brown,20,724.98,14499.57,0.311,3.9
2022-02-24,Middle East & Africa,Smart Watches,Frank Miller,20,226.51,4530.23,0.236,5.0
2020-03-27,North America,Smart TVs,Frank Miller,21,706.77,14842.27,0.283,3.9
2023-10-30,Latin America,Smart Watches,Grace Lee,25,207.53,5188.2,0.172,3.6
2020-05-07,Europe,Gaming Consoles,Eva Brown,14,451.38,6319.36,0.344,4.2
2021-07-13,Asia Pacific,Laptops,Henry Taylor,20,749.11,14982.16,0.35,3.9
2020-03-04,Middle East & Africa,Headphones,Carol Davis,22,127.7,2809.42,0.28,5.0
2020-10-07,Asia Pacific,Cameras,David Wilson,9,565.28,5087.5,0.29,4.2
2021-08-03,North America,Smartphones,Bob Smith,20,633.86,12677.21,0.212,4.3
2020-02-18,North America,Tablets,Bob Smith,22,329.95,7258.8,0.29,4.0
2022-11-15,Middle East & Africa,Cameras,Grace Lee,33,519.54,17144.7,0.324,4.8
2022-06-06,Asia Pacific,Smart Watches,Bob Smith,26,224.47,5836.1,0.234,4.8
2021-03-31,North America,Smart Watches,Grace Lee,15,291.11,4366.68,0.314,4.6
2022-02-26,Europe,Cameras,Grace Lee,22,516.51,11363.15,0.287,4.6
2021-05-16,Latin America,Headphones,Eva Brown,15,155.27,2329.02,0.318,3.5
2021-02-15,Middle East & Africa,Laptops,Alice Johnson,18,727.75,13099.47,0.155,4.6
2022-09-14,Latin America,Smart TVs,Grace Lee,23,754.28,17348.48,0.211,4.6
2022-07-11,North America,Gaming Consoles,Bob Smith,24,372.57,8941.71,0.27,4.0
2021-07-18,Europe,Smartphones,Bob Smith,26,641.48,16678.47,0.249,4.9
2023-05-20,North America,Laptops,Alice Johnson,19,945.26,17959.94,0.192,4.7
2022-04-02,Asia Pacific,Smart TVs,Frank Miller,22,695.4,15298.82,0.153,4.9
2024-04-08,Latin America,Headphones,Henry Taylor,16,135.2,2163.24,0.329,4.4
2024-12-07,North America,Gaming Consoles,Bob Smith,25,384.88,9621.89,0.347,3.9
2023-01-31,North America,Smartphones,Bob Smith,21,699.67,14693.06,0.203,4.8
2020-06-24,Europe,Laptops,Grace Lee,22,856.58,18844.81,0.21,3.8
2023-02-09,Latin America,Laptops,Grace Lee,13,894.59,11629.61,0.178,3.7
2021-09-10,Middle East & Africa,Headphones,Eva Brown,13,175.42,2280.51,0.314,4.0
2024-08-31,Europe,Cameras,Bob Smith,22,525.75,11566.43,0.203,3.6
2024-06-08,North America,Smart TVs,David Wilson,25,837.65,20941.37,0.183,4.5
2020-08-25,Asia Pacific,Laptops,Carol Davis,16,923.85,14781.66,0.205,3.8
2023-02-20,Middle East & Africa,Smartphones,Henry Taylor,19,532.26,10112.93,0.166,4.4
2021-05-20,Europe,Smart TVs,Bob Smith,16,692.74,11083.86,0.325,3.9
2022-11-18,Middle East & Africa,Smartphones,Frank Miller,27,669.93,18088.03,0.286,3.9
2022-01-23,North America,Laptops,David Wilson,15,825.47,12382.06,0.333,3.8
2020-04-21,North America,Laptops,Frank Miller,12,857.24,10286.93,0.197,3.6
2023-01-26,Latin America,Smart Watches,Frank Miller,20,278.17,5563.46,0.191,3.9
2022-06-23,Europe,Smartphones,Frank Miller,22,650.15,14303.33,0.331,3.7
2021-04-15,North America,Smartphones,Eva Brown,14,654.59,9164.32,0.307,3.9
2024-07-03,Middle East & Africa,Smartphones,Bob Smith,27,521.75,14087.28,0.222,4.5
2022-12-30,Asia Pacific,Smart Watches,Carol Davis,30,243.21,7296.2,0.309,4.4
2022-03-20,Latin America,Laptops,David Wilson,21,773.56,16244.81,0.179,3.6
2024-04-30,Latin America,Cameras,Eva Brown,16,547.21,8755.31,0.214,4.3
2022-04-04,North America,Tablets,David Wilson,23,281.21,6467.72,0.154,4.5
2022-07-11,Europe,Tablets,Frank Miller,24,330.07,7921.57,0.299,3.7
2020-08-16,Asia Pacific,Laptops,Grace Lee,15,780.86,11712.87,0.164,4.4
2020-05-12,Middle East & Africa,Headphones,Alice Johnson,20,162.07,3241.37,0.161,4.9
2024-10-06,North America,Smartphones,Henry Taylor,20,700.02,14000.43,0.31,4.2
2023-05-24,Europe,Tablets,Alice Johnson,20,295.67,5913.45,0.199,4.9
2020-05-29,Europe,Gaming Consoles,David Wilson,22,340.7,7495.42,0.225,3.6
2021-10-14,Middle East & Africa,Laptops,Bob Smith,24,692.66,16623.87,0.231,4.9
2022-12-10,Europe,Smartphones,Carol Davis,30,716.3,21488.95,0.283,3.9
2021-05-11,Asia Pacific,Tablets,Bob Smith,32,317.76,10168.44,0.199,4.6
2022-08-22,North America,Tablets,David Wilson,21,249.44,5238.14,0.216,3.9
2022-08-01,Asia Pacific,Cameras,David Wilson,25,408.31,10207.8,0.191,4.9
2024-10-09,Europe,Laptops,Henry Taylor,23,726.03,16698.79,0.35,4.8
2023-06-09,Europe,Smart Watches,Carol Davis,26,203.15,5281.93,0.174,4.4
2023-11-17,Middle East & Africa,Laptops,Alice Johnson,28,770.07,21561.91,0.304,4.2
2023-12-23,North America,Gaming Consoles,Carol Davis,19,452.09,8589.63,0.308,3.8
2021-12-26,Middle East & Africa,Laptops,Eva Brown,45,687.97,30958.69,0.258,4.4
2024-06-17,Middle East & Africa,Tablets,David Wilson,24,270.93,6502.4,0.29,3.5
2022-10-22,Middle East & Africa,Smart Watches,Bob Smith,19,207.22,3937.21,0.287,4.3
2022-07-16,Europe,Cameras,Alice Johnson,16,434.48,6951.64,0.324,4.4
2022-07-09,North America,Tablets,Carol Davis,24,315.22,7565.28,0.201,4.7
2021-01-21,Latin America,Smart Watches,David Wilson,20,275.35,5506.95,0.176,4.3
2021-05-22,Europe,Headphones,David Wilson,17,177.79,3022.36,0.334,4.6
2022-05-29,Latin America,Laptops,Henry Taylor,23,839.4,19306.29,0.221,4.7
2022-03-14,North America,Gaming Consoles,Eva Brown,16,459.79,7356.62,0.175,4.8
2023-01-18,Middle East & Africa,Headphones,Grace Lee,19,162.02,3078.4,0.302,3.7
2021-03-08,North America,Laptops,Eva Brown,29,944.09,27378.59,0.257,4.1
2024-12-15,Middle East & Africa,Gaming Consoles,Henry Taylor,30,455.49,13664.57,0.316,4.1
2022-07-17,Middle East & Africa,Cameras,Alice Johnson,25,511.49,12787.2,0.346,4.7
2024-03-26,Asia Pacific,Smart TVs,Bob Smith,15,618.93,9283.93,0.288,4.8
2020-01-16,Latin America,Tablets,Alice Johnson,22,273.37,6014.22,0.187,4.2
2023-07-30,Latin America,Laptops,Bob Smith,14,716.02,10024.27,0.248,3.9
2024-05-09,North America,Smart Watches,Frank Miller,28,246.26,6895.31,0.314,4.5
2024-09-30,Europe,Gaming Consoles,Henry Taylor,15,362.8,5442.06,0.254,3.9
2024-01-05,Middle East & Africa,Gaming Consoles,Frank Miller,23,325.54,7487.51,0.175,4.9
2020-05-16,Latin America,Tablets,Henry Taylor,20,253.21,5064.18,0.227,4.8
2021-03-08,Latin America,Cameras,Grace Lee,14,533.39,7467.5,0.19,4.8
2024-06-30,Europe,Headphones,Bob Smith,26,161.96,4211.04,0.172,4.8
2022-06-01,Asia Pacific,Headphones,Henry Taylor,16,125.71,2011.44,0.155,4.1
2022-06-23,Asia Pacific,Tablets,Grace Lee,26,326.97,8501.34,0.251,4.5
2024-12-21,Middle East & Africa,Smartphones,Carol Davis,30,483.8,14514.13,0.296,4.8
2022-04-25,North America,Laptops,Carol Davis,21,736.84,15473.63,0.242,3.9
2022-04-28,Asia Pacific,Gaming Consoles,Bob Smith,26,461.19,11990.82,0.264,4.0
2023-11-23,Middle East & Africa,Laptops,Henry Taylor,36,683.4,24602.42,0.179,4.5
2020-10-06,Europe,Smart TVs,Grace Lee,21,810.32,17016.76,0.254,3.9
2020-04-25,Middle East & Africa,Smartphones,David Wilson,20,669.35,13386.94,0.286,4.8
2020-11-04,Latin America,Tablets,David Wilson,22,284.8,6265.65,0.18,4.7
2021-09-30,Latin America,Gaming Consoles,Frank Miller,18,348.23,6268.15,0.341,3.6
2023-10-19,North America,Gaming Consoles,Frank Miller,27,347.92,9393.83,0.226,4.8
2023-06-17,Latin America,Tablets,Henry Taylor,33,305.3,10074.74,0.298,4.6
2020-07-28,North America,Smart TVs,Eva Brown,28,584.12,16355.3,0.243,3.8
2023-09-21,Asia Pacific,Smart TVs,Bob Smith,19,733.48,13936.18,0.283,4.8
2022-07-17,Europe,Tablets,Frank Miller,24,295.44,7090.67,0.331,3.6
2024-12-02,Asia Pacific,Tablets,Henry Taylor,33,294.33,9712.91,0.317,4.9
2021-12-12,Middle East & Africa,Cameras,David Wilson,31,508.24,15755.46,0.311,4.3
2020-09-13,Asia Pacific,Headphones,Alice Johnson,19,126.15,2396.85,0.257,3.6
2020-05-16,Asia Pacific,Smartphones,Grace Lee,23,641.29,14749.73,0.29,4.1
2023-07-25,Asia Pacific,Smart TVs,Henry Taylor,18,701.1,12619.72,0.153,4.0
2023-01-07,Latin America,Gaming Consoles,Alice Johnson,26,436.55,11350.24,0.213,4.0
2023-02-10,Middle East & Africa,Smart Watches,Eva Brown,17,268.5,4564.51,0.292,4.0
2023-07-23,North America,Gaming Consoles,Frank Miller,22,370.47,8150.27,0.287,4.8
2021-11-19,North America,Laptops,Carol Davis,27,774.88,20921.86,0.169,3.7
2021-01-19,Latin America,Smart Watches,Frank Miller,22,267.2,5878.44,0.277,4.7
2023-01-08,Middle East & Africa,Tablets,Henry Taylor,21,240.88,5058.54,0.254,3.6
2021-07-20,Europe,Cameras,Henry Taylor,22,583.93,12846.39,0.212,3.8
2020-12-10,Latin America,Laptops,Bob Smith,30,826.29,24788.59,0.221,3.7
2021-04-07,North America,Headphones,Bob Smith,22,176.13,3874.89,0.332,3.8
2023-09-18,Middle East & Africa,Smart Watches,Grace Lee,30,210.62,6318.74,0.185,4.5
2023-10-26,Asia Pacific,Gaming Consoles,Grace Lee,23,478.69,11009.94,0.203,4.7
2021-08-20,North America,Headphones,Carol Davis,22,146.58,3224.7,0.262,4.8
2023-03-05,Latin America,Smartphones,Eva Brown,22,528.84,11634.54,0.325,3.6
2024-04-03,Middle East & Africa,Smart Watches,Alice Johnson,23,220.52,5072.01,0.188,3.7
2021-11-18,Latin America,Smart TVs,Alice Johnson,34,635.44,21604.86,0.327,3.7
2020-08-13,North America,Cameras,Eva Brown,17,544.29,9252.93,0.338,4.8
2022-04-23,Middle East & Africa,Headphones,Frank Miller,21,126.88,2664.57,0.175,4.3
2022-12-05,Asia Pacific,Headphones,Carol Davis,22,179.97,3959.3,0.274,4.1
2024-07-16,Latin America,Smartphones,Bob Smith,18,577.37,10392.69,0.158,4.0
2022-12-03,Latin America,Cameras,Alice Johnson,45,540.46,24320.92,0.32,4.0
2020-11-10,North America,Headphones,Grace Lee,33,158.85,5242.09,0.344,4.6
2023-08-06,Latin America,Smart Watches,Alice Johnson,14,212.69,2977.62,0.268,4.2
2021-05-13,Asia Pacific,Gaming Consoles,Frank Miller,13,398.78,5184.2,0.317,3.7
2021-01-30,Middle East & Africa,Smartphones,Grace Lee,19,711.85,13525.06,0.176,4.1
2021-06-20,Europe,Laptops,Eva Brown,19,791.83,15044.68,0.152,3.6
2021-03-22,Latin America,Headphones,David Wilson,27,160.99,4346.74,0.16,4.7
2023-11-20,Europe,Gaming Consoles,Carol Davis,30,455.25,13657.58,0.295,5.0
2020-03-15,Europe,Gaming Consoles,David Wilson,16,349.91,5598.48,0.163,5.0
2022-07-28,Latin America,Tablets,Grace Lee,21,306.55,6437.64,0.33,4.9
2021-07-26,Europe,Gaming Consoles,Alice Johnson,19,462.12,8780.35,0.242,4.4
2024-09-17,North America,Laptops,Eva Brown,18,953.36,17160.56,0.289,4.5
2024-12-02,Europe,Smartphones,David Wilson,34,596.09,20267.1,0.209,3.9
2021-12-18,Asia Pacific,Laptops,Grace Lee,39,834.52,32546.13,0.231,4.5
2024-11-30,Latin America,Cameras,David Wilson,21,468.23,9832.83,0.3,4.3
2020-06-09,Latin America,Laptops,Eva Brown,13,936.19,12170.43,0.251,4.5
2022-12-25,Latin America,Smartphones,Bob Smith,28,652.56,18271.81,0.207,3.9
2021-01-11,Asia Pacific,Gaming Consoles,Carol Davis,25,363.57,9089.26,0.174,3.9
2021-04-21,Asia Pacific,Laptops,Henry Taylor,20,757.13,15142.58,0.311,4.3
2020-07-20,Europe,Tablets,David Wilson,24,277.0,6648.05,0.324,4.6
2022-01-18,Middle East & Africa,Cameras,Alice Johnson,13,439.93,5719.14,0.224,4.3
2020-02-20,Middle East & Africa,Cameras,Frank Miller,24,594.54,14268.91,0.207,3.6
2020-09-24,Europe,Smartphones,Grace Lee,19,611.84,11624.93,0.336,4.9
2020-07-02,North America,Smart TVs,Grace Lee,25,685.95,17148.63,0.301,4.7
2021-02-18,Asia Pacific,Smart TVs,Grace Lee,20,762.83,15256.56,0.188,4.8
2022-10-06,Europe,Smartphones,David Wilson,19,620.53,11790.16,0.254,3.7
2021-08-28,Europe,Smart Watches,Carol Davis,21,280.84,5897.55,0.228,4.7
2020-05-28,Latin America,Gaming Consoles,David Wilson,23,340.85,7839.57,0.219,4.7
2024-01-16,Asia Pacific,Smart TVs,David Wilson,22,715.48,15740.62,0.256,4.5
2024-02-29,Asia Pacific,Tablets,Carol Davis,17,241.93,4112.89,0.225,4.0
2022-07-27,Asia Pacific,Headphones,Bob Smith,28,160.62,4497.42,0.311,4.3
2023-12-10,Europe,Tablets,Alice Johnson,27,275.36,7434.83,0.264,4.6
2020-11-03,Asia Pacific,Laptops,Frank Miller,28,937.57,26252.1,0.259,4.5
2020-06-16,Middle East & Africa,Headphones,Alice Johnson,19,169.42,3219.07,0.321,4.1
2021-12-23,Middle East & Africa,Smart TVs,Alice Johnson,34,721.02,24514.67,0.307,3.5
2021-01-15,North America,Smartphones,Frank Miller,20,482.64,9652.86,0.233,3.7
2020-02-06,Latin America,Smart Watches,Alice Johnson,19,276.43,5252.08,0.308,4.5
2024-07-18,Europe,Laptops,Bob Smith,26,957.71,24900.36,0.232,3.9
2022-07-06,North America,Gaming Consoles,Grace Lee,18,466.43,8395.68,0.243,3.6
2020-08-12,Asia Pacific,Headphones,Frank Miller,21,151.21,3175.35,0.272,3.9
2024-04-20,Middle East & Africa,Headphones,David Wilson,22,145.79,3207.38,0.207,4.6
2024-04-13,Europe,Smartphones,Bob Smith,14,612.56,8575.8,0.27,3.9
2023-03-07,North America,Smartphones,David Wilson,26,578.47,15040.23,0.217,3.7
2020-11-28,North America,Smart Watches,Henry Taylor,25,299.82,7495.49,0.188,3.7
2022-06-27,Asia Pacific,Headphones,Bob Smith,21,167.3,3513.38,0.314,4.9
2021-06-03,Middle East & Africa,Smart Watches,Carol Davis,18,205.45,3698.12,0.283,4.7
2023-02-27,Middle East & Africa,Laptops,David Wilson,20,831.24,16624.72,0.312,4.7
2022-03-12,Asia Pacific,Smartphones,Frank Miller,23,494.38,11370.79,0.254,3.7
2020-01-01,Middle East & Africa,Smart TVs,Henry Taylor,25,650.49,16262.36,0.337,4.0
2020-05-26,Asia Pacific,Tablets,Eva Brown,17,310.96,5286.36,0.294,4.6
2023-05-09,Asia Pacific,Gaming Consoles,Bob Smith,17,384.2,6531.41,0.321,4.1
2023-10-14,North America,Tablets,Eva Brown,21,300.98,6320.59,0.297,5.0
2023-01-03,Europe,Smart TVs,Frank Miller,16,760.24,12163.81,0.213,4.0
2024-05-27,Latin America,Smart Watches,Carol Davis,19,233.63,4438.99,0.216,3.9
2023-02-09,Europe,Cameras,Henry Taylor,20,405.96,8119.16,0.152,3.6
2023-03-01,Asia Pacific,Cameras,Bob Smith,20,502.14,10042.73,0.245,4.8
2023-07-17,Europe,Laptops,Frank Miller,15,896.49,13447.39,0.256,4.2
2020-09-09,Asia Pacific,Smart TVs,David Wilson,22,774.28,17034.07,0.221,3.9
2024-08-04,Asia Pacific,Laptops,Frank Miller,27,658.63,17783.0,0.335,4.5
2023-02-07,Asia Pacific,Headphones,Henry Taylor,22,125.93,2770.51,0.312,4.8
2020-07-31,Latin America,Headphones,David Wilson,25,144.18,3604.56,0.28,4.5
2022-02-06,Europe,Cameras,Bob Smith,13,425.75,5534.76,0.34,4.2
2024-01-05,Latin America,Smart Watches,Bob Smith,20,281.2,5623.94,0.323,4.5
2023-01-12,North America,Laptops,Henry Taylor,14,922.4,12913.58,0.154,4.6
2023-06-01,Asia Pacific,Smart TVs,David Wilson,21,749.64,15742.53,0.291,4.9
2023-08-23,North America,Cameras,Carol Davis,28,484.37,13562.25,0.288,4.9
2022-04-09,Latin America,Smartphones,Frank Miller,21,683.96,14363.21,0.209,3.8
2024-09-21,North America,Headphones,Frank Miller,14,150.52,2107.3,0.294,4.0
2020-03-13,Europe,Laptops,Grace Lee,26,897.55,23336.21,0.224,4.8
2023-09-02,North America,Cameras,Carol Davis,21,582.32,12228.62,0.219,4.4
2021-12-31,North America,Tablets,Carol Davis,27,304.03,8208.72,0.15,3.9
2024-04-04,Middle East & Africa,Tablets,Alice Johnson,24,262.98,6311.58,0.251,4.8
2020-01-09,Middle East & Africa,Headphones,Carol Davis,18,153.04,2754.75,0.313,4.9
2023-11-17,Middle East & Africa,Smart TVs,Grace Lee,30,835.61,25068.3,0.227,3.7
2024-07-21,North America,Smartphones,David Wilson,25,586.98,14674.38,0.317,3.9
2024-02-24,Middle East & Africa,Gaming Consoles,David Wilson,17,400.92,6815.7,0.154,4.9
2024-03-14,North America,Tablets,David Wilson,14,339.53,4753.44,0.211,4.2
2021-06-04,Europe,Smart TVs,Alice Johnson,22,673.11,14808.49,0.242,3.5
2022-07-31,Latin America,Smart TVs,Frank Miller,26,654.59,17019.31,0.228,3.9
2020-03-14,Asia Pacific,Gaming Consoles,Alice Johnson,34,448.9,15262.51,0.162,4.9
2022-01-06,North America,Smartphones,Alice Johnson,19,551.44,10477.42,0.157,4.4
2020-01-11,Asia Pacific,Cameras,Grace Lee,20,490.46,9809.26,0.159,4.0
2023-06-06,Middle East & Africa,Smartphones,Grace Lee,37,542.8,20083.64,0.163,3.5
2023-07-13,Europe,Smart TVs,Eva Brown,22,817.12,17976.64,0.232,3.8
2020-04-10,Latin America,Headphones,Grace Lee,21,127.35,2674.33,0.257,4.8
2021-03-17,Europe,Cameras,Alice Johnson,12,464.9,5578.82,0.339,3.9
2024-06-13,Europe,Tablets,Alice Johnson,27,318.74,8606.1,0.244,4.4
2024-12-30,North America,Tablets,Grace Lee,36,293.16,10553.93,0.274,4.7
2023-06-02,Latin America,Gaming Consoles,Eva Brown,31,451.64,14000.89,0.254,4.2
2020-08-31,North America,Smart Watches,David Wilson,23,262.92,6047.2,0.29,4.6
2024-07-16,Middle East & Africa,Smart TVs,Carol Davis,22,627.69,13809.27,0.247,4.8
2022-02-25,Middle East & Africa,Tablets,Bob Smith,13,359.0,4667.03,0.304,3.8
2022-07-13,North America,Headphones,David Wilson,16,149.13,2386.08,0.246,4.2
2022-02-08,North America,Laptops,Alice Johnson,14,882.42,12353.82,0.312,4.8
2024-09-27,North America,Smart Watches,Carol Davis,19,273.43,5195.19,0.277,4.8
2024-06-25,North America,Laptops,Carol Davis,18,770.12,13862.23,0.227,4.7
2024-02-04,Europe,Laptops,Grace Lee,17,687.19,11682.15,0.272,4.3
2022-04-04,North America,Headphones,Grace Lee,16,138.14,2210.19,0.329,5.0
2020-03-13,Europe,Headphones,Alice Johnson,30,120.56,3616.76,0.238,3.6
